annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_2835_2_cobinding.tsv	15	7	5	91	4.333	55	2.14828336250318	0.809461538461538
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_133_lex_300_rex_300_site_peak_2835_4_cobinding.tsv	6	5	0	55	0	133	-3.32192809488736	0
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_68_lex_300_rex_300_site_peak_147_1_cobinding.tsv	11	9	0	164	0	68	-3.32192809488736	0
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_47_lex_300_rex_300_site_peak_1793_1_cobinding.tsv	12	24	7	162	3.938	47	2.01364091066939	0.704950617283951
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_1793_1_cobinding.tsv	6	6	2	132	7.333	78	2.8939446080163	0.555530303030303
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_1793_2_cobinding.tsv	25	14	10	163	4.657	31	2.25005202530037	0.828546012269939
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_104_lex_300_rex_300_site_peak_1793_2_cobinding.tsv	13	39	3	117	0.692	104	-0.336427664582478	0.289811965811966
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_73_lex_300_rex_300_site_peak_1793_3_cobinding.tsv	10	48	4	136	1.133	73	0.302172799740752	0.449867647058823
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_1793_4_cobinding.tsv	38	8	6	125	2.467	53	1.36008329591333	0.78944
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_1747_1_cobinding.tsv	95	254	47	830	1.617	50	0.779890039340047	0.58835421686747
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_137_lex_300_rex_300_site_peak_1747_1_cobinding.tsv	31	44	4	382	1.12	137	0.286881147788162	0.208167539267016
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_87_lex_300_rex_300_site_peak_1747_2_cobinding.tsv	110	57	12	516	0.988	87	0.121678556588252	0.296782945736434
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_126_lex_300_rex_300_site_peak_1747_2_cobinding.tsv	66	27	9	308	1.556	126	0.727702672837238	0.424363636363636
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_139_lex_300_rex_300_site_peak_1747_2_cobinding.tsv	44	11	4	245	2.025	139	1.08746284125034	0.421530612244898
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_1747_3_cobinding.tsv	69	78	39	584	4.232	39	2.11503324294624	0.782630136986301
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_1747_3_cobinding.tsv	52	43	19	517	4.393	52	2.16767906186135	0.645779497098646
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_3596_1_cobinding.tsv	37	22	12	244	3.597	66	1.88635504352516	0.692864754098361
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_140_lex_300_rex_300_site_peak_3596_1_cobinding.tsv	18	11	4	135	2.727	140	1.49927188316909	0.505
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_156_lex_300_rex_300_site_peak_3596_1_cobinding.tsv	15	8	2	105	1.75	156	0.887525270741587	0.35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_3596_2_cobinding.tsv	11	14	2	229	2.974	74	1.62011716502868	0.298698689956332
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_90_lex_300_rex_300_site_peak_3596_2_cobinding.tsv	9	12	1	199	1.843	90	0.958285900923258	0.185226130653266
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_3736_4_cobinding.tsv	12	6	0	94	0	42	-3.32192809488736	0
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_80_lex_300_rex_300_site_peak_3736_4_cobinding.tsv	10	16	2	67	0.838	80	-0.0923401721467106	0.300179104477612
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_38_lex_300_rex_300_site_peak_3736_5_cobinding.tsv	10	26	7	101	2.719	38	1.49518347790833	0.78070297029703
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_1599_3_cobinding.tsv	9	6	2	139	5.148	55	2.391767719956	0.481467625899281
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_1599_7_cobinding.tsv	7	5	0	75	0	52	-3.32192809488736	0
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_4392_1_cobinding.tsv	7	9	2	101	3.206	50	1.72508672463023	0.44439603960396
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_1849_1_cobinding.tsv	9	27	3	120	1.481	51	0.660837367696284	0.407275
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_1849_2_cobinding.tsv	6	33	3	143	2.167	36	1.1807843910787	0.545538461538462
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_1849_5_cobinding.tsv	27	9	6	108	2.667	74	1.46832264394787	0.740833333333333
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_165_lex_300_rex_300_site_peak_1849_5_cobinding.tsv	8	6	0	36	0	165	-3.32192809488736	0
